pharmacy_id,batch_id,drug_name,drug_form,expiry_date,quantity,temp_min_c,temp_max_c,current_temp,storage_condition,regulatory_tags,status,drug_embedding
e5487b3d-8f05-414b-b615-41ac7fa277ce,887523fe-20c3-409e-8665-c2f0a3eacd27,Atorvastatin 20 mg,Tablet,2026-07-22,64,15.0,25.0,18.8,Shelf,[],available,
003fdf3c-2513-4279-b08b-3932b269a64f,f434715e-b115-4fd6-94ec-f4bf5ef2710e,ORS,Sachet,2026-05-04,34,15.0,25.0,19.3,Shelf,[],available,
47878440-79fc-45b3-a1b6-3bc7de993aed,e7ef7ec0-70e5-4769-b0a4-7644d9c67d99,Atorvastatin 20 mg,Tablet,2027-04-03,39,15.0,25.0,21.7,Shelf,[],available,
a126507c-a7dc-40f8-b335-ed582b897f26,ec5de5f3-0bc2-4fd5-90f5-61c9f3155f90,Ciprofloxacin 250 mg,Tablet,2026-02-27,50,2.0,8.0,6.0,Fridge,[],available,
5235f01b-f7b8-42b3-aefa-02af205560d8,5bf7fac6-2f39-4f2a-9e9a-c2913d9c0941,Insulin Human 100 IU/mL,Vial,2026-06-13,58,15.0,25.0,20.1,Shelf,[],available,
454c029b-579c-49c1-98e6-f3a299853b12,699e6535-bf91-4275-8168-a00f835b8a83,Paracetamol 500 mg,Syrup,2026-07-07,67,2.0,8.0,4.9,Fridge,[],available,
42895e61-a50f-4f7c-a65a-886c5bece755,5e7ea4d9-5332-48a0-a0e7-61978ea2f6dd,Salbutamol 100 mcg,Inhaler,2026-01-15,70,2.0,8.0,5.1,Fridge,[],available,
fb652ecf-b1e4-476c-8517-c9af9f122254,03616cba-ed32-404e-b9ad-f7d423607f87,Omeprazole 20 mg,Capsule,2026-08-22,80,-20.0,-20.0,-16.3,Freezer,[],available,
a923b797-47ff-4f4c-809b-6dbb6b5cbcdb,5a8c2bd8-e9f8-49a5-b569-7810b7a63ce8,Metformin 500 mg,Tablet,2027-03-15,77,2.0,8.0,4.5,Fridge,[],available,
699a7291-2e19-4e93-ba60-f33c1f9d54d0,66e3272d-f9d4-439d-8170-50d124595fbb,Ibuprofen 200 mg,Tablet,2026-10-17,36,2.0,8.0,4.6,Fridge,[],available,
c8f5d0a4-236a-47e2-935a-64d076fd09f0,1e743be6-76c8-45a5-858c-027dcb1cd60b,Amoxicillin 250 mg,Tablet,2026-08-08,53,-20.0,-20.0,-13.2,Freezer,[],available,
0eb4e083-9c9f-4d80-b121-6c31e1bfea68,804df816-b837-4b57-b940-4dd28f60cab2,Atorvastatin 10 mg,Tablet,2026-12-24,75,2.0,8.0,5.5,Fridge,[],available,
ab5c7f34-45d6-41af-9151-9e1c2021ea05,6d522ed8-264b-4146-b8f5-9b70cd4749ac,Metformin 500 mg,Tablet,2026-02-01,31,-20.0,-20.0,-14.5,Freezer,[],available,
d271b0fc-9a0d-4b44-8c81-5598020f5e39,301fc984-2305-470f-b7e5-36efcd6182c8,Omeprazole 20 mg,Capsule,2025-12-13,103,2.0,8.0,6.1,Fridge,[],available,
ced1f372-54bb-44a6-948e-dad94ab5769c,724031f4-8635-48e0-9498-bb9710a213fd,Atenolol 50 mg,Tablet,2026-07-12,16,15.0,25.0,19.2,Shelf,[],available,
40355308-bbc1-4388-ba7f-f67ab2fd9ab0,4046c5ff-972d-4508-babd-8dfc771d0f85,Ibuprofen 200 mg,Capsule,2026-01-06,91,15.0,25.0,20.7,Shelf,[],available,
ee55497b-33cd-4a1f-802b-917793b7eee3,0247a151-1292-423a-ad4b-6309823132f2,Insulin Human 100 IU/mL,Vial,2026-06-03,75,15.0,25.0,21.9,Shelf,[],available,
0c8ab14b-c2ba-43f7-a2b3-42787e4bb2db,5a1a4128-7d3f-410f-a894-388b3d7804e4,Paracetamol 250 mg,Tablet,2026-06-06,36,15.0,25.0,20.4,Shelf,[],available,
40e137b7-e367-4909-ab4d-3ee79003b7b3,aac50fb9-993a-4621-946b-99d6a7bab8ee,Atenolol 25 mg,Tablet,2027-04-04,64,2.0,8.0,3.6,Fridge,[],available,
dfbfdfd9-a427-45d0-b6f1-20be66dafafe,04bac16b-7869-4eb0-bf57-a2efc49736d6,Omeprazole 20 mg,Capsule,2026-02-13,45,2.0,8.0,4.7,Fridge,[],available,
44b80688-5788-42c2-ac5d-28807fe45e32,01396c26-beea-47d2-b474-634a391cb3bb,Amoxicillin 500 mg,Capsule,2026-11-19,53,2.0,8.0,6.0,Fridge,[],available,
69b725fd-0dac-4abf-a3e6-f97704ee5aab,5b834ee9-3d0b-4594-80a8-2a127f9ce1f5,Amoxicillin 250 mg,Tablet,2027-03-19,55,-20.0,-20.0,-15.3,Freezer,[],available,
2b983980-0d5c-4e2f-99d8-8ee9d3c7f925,e8616499-4ae3-461a-8569-b9062bfe403a,Atenolol 25 mg,Tablet,2026-08-12,64,-20.0,-20.0,-14.4,Freezer,[],available,
4fa49a19-ffc9-4b59-8eb2-292462ac3442,9d691193-3da9-4b7b-a3d6-1c1a517a8403,Amoxicillin 500 mg,Capsule,2026-08-17,165,-20.0,-20.0,-15.4,Freezer,[],available,
6af3b1ea-6267-4ee5-b3cc-a2b88fb93eb8,b18ff2f5-0fe1-4c5f-9c3e-457165b0426a,Ciprofloxacin 500 mg,Tablet,2026-04-24,23,-20.0,-20.0,-14.6,Freezer,[],available,
76ba2cc9-55a4-499e-afb8-33617420bffa,4f92ab04-c74c-4fdd-9c4c-7ba0f7048682,Ciprofloxacin 500 mg,Tablet,2026-11-09,128,-20.0,-20.0,-16.7,Freezer,[],available,
a86e2db8-c17c-42e5-9828-dc47b5fdefd6,6d28cefc-e8dc-4b68-868e-b00ccf1b0d08,Insulin Human 100 IU/mL,Vial,2026-03-01,42,15.0,25.0,19.1,Shelf,[],available,
c6846518-d8a6-4d44-99e9-0395c1c59b2c,e0067fa4-3663-4adc-9b9b-51dfd2a08e86,Atorvastatin 20 mg,Tablet,2026-07-15,61,2.0,8.0,4.7,Fridge,[],available,
b7413779-ede5-45f9-bcbf-c639c44eab09,0d8e3d67-ad4c-41de-a2af-6d806ca87873,Amoxicillin 500 mg,Tablet,2026-05-25,42,2.0,8.0,5.2,Fridge,[],available,
57f1a58f-1408-4da3-a80f-e65479365d73,708f06f7-b2ec-4c0c-aa57-217a90babe9b,Amoxicillin 500 mg,Capsule,2027-04-17,132,-20.0,-20.0,-14.8,Freezer,[],available,
fc4f8c1f-7828-4687-be1a-e723b6288b48,6acf57e5-b77c-4483-b396-1b0595e0b33b,Atenolol 50 mg,Tablet,2026-04-19,26,15.0,25.0,22.1,Shelf,[],available,
a9146a21-0ec2-41a4-8e2b-e08b738ae3d6,65ab07ba-6b7d-478f-96c6-a55379515615,Insulin Human 100 IU/mL,Pen,2026-08-09,183,-20.0,-20.0,-13.4,Freezer,[],available,
9c40b8d8-fee8-42f0-b858-5ca9b7a706b5,d8d88340-8747-42ca-95ad-931ce5dc4490,ORS,Sachet,2026-09-20,160,-20.0,-20.0,-14.6,Freezer,[],available,
1e3c0b8a-6a94-404e-8201-dbcdcd870225,7dec3c37-fdba-49a1-8c50-5e559a640e7b,Insulin Human 100 IU/mL,Vial,2026-07-28,45,2.0,8.0,4.7,Fridge,[],available,
c31f8ad7-3720-40c0-a278-ccb2be69e560,81fd3395-b051-4001-8e62-cd8d6d007d41,Metformin 500 mg,Tablet,2026-09-30,74,15.0,25.0,20.3,Shelf,[],available,
b57635af-c0b3-4f38-95cd-e6fc37749ede,c8d766d8-2b3f-479d-acf0-159fb012aae2,Salbutamol 100 mcg,Inhaler,2027-02-20,54,15.0,25.0,19.1,Shelf,[],available,
3181830c-ad8f-43e3-802d-2480fbac6ae1,7aa831e2-7dab-4797-b0a2-eaa659a40834,Amoxicillin 500 mg,Capsule,2027-02-04,95,15.0,25.0,20.6,Shelf,[],available,
08bb30fa-af7f-4940-92c4-2f4a412f541e,94b383a6-9b3a-4f71-88db-f7f8f8896d37,Atenolol 50 mg,Tablet,2026-07-22,77,15.0,25.0,20.0,Shelf,[],available,
164b7102-c318-4569-a20b-b553fe9f83f9,3174c896-94d5-4ef3-842e-ac31a65e1ef8,ORS,Sachet,2026-01-25,124,-20.0,-20.0,-14.2,Freezer,[],available,
df4645c1-53e2-4253-b77f-7c15bd270119,94b6f6c3-407b-468c-bb51-d4a97c21aa3a,Ciprofloxacin 250 mg,Tablet,2025-12-28,46,15.0,25.0,21.0,Shelf,[],available,
f15084c0-e980-4ee3-a3dd-fc5cefed10a9,3842b3ff-e57e-4de6-8760-d1c274a336a7,Salbutamol 100 mcg,Inhaler,2026-10-14,61,-20.0,-20.0,-15.9,Freezer,[],available,
241381c3-3181-4f0b-9b12-57b1e714b69b,26b69757-b8c5-45c5-8281-7e4970ce1471,Metformin 500 mg,Tablet,2026-06-29,138,-20.0,-20.0,-14.9,Freezer,[],available,
83e3cfda-59a4-4b00-88f7-b09b3171c967,92d6de97-b159-4500-8239-6b5251ebb8cc,Omeprazole 40 mg,Capsule,2026-12-27,56,15.0,25.0,18.4,Shelf,[],available,
d99064b3-5aa4-4f9c-b015-d558801cb254,deb291ef-0600-4292-9883-9fe07e3e8db9,Paracetamol 500 mg,Syrup,2026-09-23,240,2.0,8.0,4.4,Fridge,[],available,
697c722e-d307-47ad-9e2c-ca29d6a8149f,ffd1cbb7-c26b-4f83-818a-03ff81b7accd,Omeprazole 20 mg,Capsule,2026-07-24,60,-20.0,-20.0,-14.2,Freezer,[],available,
c5e425b2-2b48-453f-9a3e-a31441002770,c0da092a-5088-4456-90bc-66d9df5714ed,Azithromycin 250 mg,Tablet,2026-11-24,145,2.0,8.0,4.8,Fridge,[],available,
59714600-8055-4498-be91-a8c0ccc2cc8b,c0f8c53d-137b-4cc6-8618-feb47b74a262,Amoxicillin 500 mg,Tablet,2026-03-23,35,2.0,8.0,5.7,Fridge,[],available,
495aab03-6c4c-4a80-8a17-e87a021ca4da,0753cdf4-4183-452d-8acd-fe18d933dc15,Atenolol 50 mg,Tablet,2026-06-16,55,-20.0,-20.0,-15.0,Freezer,[],available,
486e90ba-009f-4388-97a9-d88caef8f782,de381e17-dabf-45f1-8622-7230fcf66c9f,Amoxicillin 500 mg,Tablet,2026-02-15,71,15.0,25.0,20.0,Shelf,[],available,
879d944f-4f0d-4eb4-8fbf-32ca961459cb,fac60d3a-0941-400e-b30d-060d57950397,Paracetamol 500 mg,Syrup,2026-11-17,203,-20.0,-20.0,-15.3,Freezer,[],available,
eddb9b4d-f585-4a1d-8485-92538369afe3,ac3a22aa-825b-4a0d-af6d-f4a443e78bab,Losartan 50 mg,Tablet,2026-03-23,86,15.0,25.0,20.3,Shelf,[],available,
a5a365f9-2af7-4948-a895-834fe2934b84,0e21c517-50f8-4517-adac-8a484de7b60b,Metformin 850 mg,Tablet,2025-11-12,68,2.0,8.0,4.9,Fridge,[],available,
b2fd3f2b-826d-4e52-bfdc-36aa1b62753f,d53cba92-226d-4967-98e9-8f7b9145aa10,Ibuprofen 200 mg,Capsule,2027-01-25,149,15.0,25.0,22.1,Shelf,[],available,
fb8a895d-3a38-4422-b62c-76da17bf88e4,95bcb1a9-5e05-4ff4-8b21-35bd878e3294,Paracetamol 500 mg,Tablet,2026-11-15,49,2.0,8.0,5.0,Fridge,[],available,
3f3f6d2a-944a-4d5b-a99a-2da7f8a7099d,37529ffd-9e94-4120-9d1b-d940f898894d,ORS,Sachet,2026-01-13,70,-20.0,-20.0,-13.9,Freezer,[],available,
63afa9bc-6068-44ab-8b67-12aea41fd29a,d0070443-cd56-4e45-9e64-3d89ea2bbf75,Insulin Human 100 IU/mL,Vial,2026-10-12,162,-20.0,-20.0,-15.8,Freezer,[],available,
1e2c3c35-05d1-4c8f-b3c5-a8f8a4d02457,ec32ecf8-e1dd-4434-a60e-6803e5aa3392,Losartan 50 mg,Tablet,2026-06-21,56,-20.0,-20.0,-16.3,Freezer,[],available,
20e8c66c-ac5d-48df-ba5e-d84459add438,f325ec2d-10fd-4cd7-b052-e308edd5cd31,Insulin Human 100 IU/mL,Vial,2026-04-07,101,-20.0,-20.0,-16.7,Freezer,[],available,
8df97356-f724-43ed-8008-fbf39a3c7260,408453f5-a33f-4ce0-92bd-d964b984cb7f,Ciprofloxacin 250 mg,Tablet,2026-04-16,90,15.0,25.0,21.3,Shelf,[],available,
07134b4d-b67b-40d8-bcb9-8c13268495d3,114dde6e-f071-4b62-8b98-d4c5e2e79c34,Metformin 500 mg,Tablet,2025-11-29,59,2.0,8.0,4.8,Fridge,[],available,
06168749-e5ed-49b2-9f9c-c1fd652e1d8c,b207f7a5-7f93-4f59-87b1-599cd9e23b25,Ibuprofen 400 mg,Tablet,2025-12-23,166,2.0,8.0,5.5,Fridge,[],available,
974e582e-6795-499a-9125-2b2a605eb58e,a9b86e20-dc29-47bc-b6a6-f471af903327,Amoxicillin 500 mg,Tablet,2026-11-21,60,-20.0,-20.0,-16.5,Freezer,[],available,
c4137768-7748-4434-bb53-d924794fa407,54204068-2865-4cb1-b6f3-1f11afa874a5,Atorvastatin 10 mg,Tablet,2026-10-07,35,2.0,8.0,4.5,Fridge,[],available,
65a2ee0c-e9e7-46a0-a97d-c3d09da122e0,14f3245d-714e-4c7e-8632-8bbb314bf975,Salbutamol 100 mcg,Inhaler,2026-11-27,134,2.0,8.0,4.2,Fridge,[],available,
edcd6e5d-a581-4f9f-bb6d-ad0bf6d40f2f,1fbd6ce5-af3c-46d3-96d4-9cf3021d91d0,Insulin Human 100 IU/mL,Pen,2025-12-10,59,15.0,25.0,19.8,Shelf,[],available,
eac89391-fd30-42dd-a3f3-5d77cf0c774c,53336a6b-b8b3-4c8d-af32-0c63d26bd07d,Paracetamol 500 mg,Tablet,2026-01-04,144,15.0,25.0,20.3,Shelf,[],available,
6a86ba2d-6394-479f-b451-1263a19f19aa,f6077edf-f478-476c-a2fd-c6addb53382c,Amoxicillin 500 mg,Tablet,2026-05-06,73,15.0,25.0,19.1,Shelf,[],available,
73b66fa0-5349-4f29-a245-ac7d3016a11b,a170a955-8db9-40fa-8cc9-0859cfad4743,Metformin 500 mg,Tablet,2026-12-25,75,-20.0,-20.0,-15.0,Freezer,[],available,
cd02f5dd-9680-4663-ae3a-da8b919dfc70,2a178dda-f68c-4045-9e9c-05295d06d0de,Atorvastatin 10 mg,Tablet,2026-10-26,18,15.0,25.0,21.8,Shelf,[],available,
7b999069-49ad-41de-b949-bd8d0669c1f5,fff0d48d-68e5-4dd8-9b1e-432793a2d4d1,Insulin Human 100 IU/mL,Pen,2026-07-26,112,15.0,25.0,20.3,Shelf,[],available,
b520f4bc-15d9-48f5-9bd2-eb004a7bdf23,d7a2fdb5-e5c6-47e7-9623-4ce754b90e95,Salbutamol 100 mcg,Inhaler,2027-03-15,31,2.0,8.0,4.4,Fridge,[],available,
fc782ee4-b13b-4e61-a412-eabe90fd21a8,f41db883-fccc-405f-88cc-f1b0a78817f1,Ciprofloxacin 250 mg,Tablet,2026-05-02,34,15.0,25.0,20.7,Shelf,[],available,
c62f4db0-b2a1-487d-982a-422bee073598,270814eb-8190-4fe0-b511-45ba27903699,Paracetamol 500 mg,Tablet,2026-09-09,48,2.0,8.0,3.6,Fridge,[],available,
00fec47d-3928-48c7-a1f5-09008641159a,ffee202e-205e-4b97-ba06-33e9599a35dc,Azithromycin 500 mg,Tablet,2026-03-25,49,2.0,8.0,4.3,Fridge,[],available,
9be68451-8bd5-4dc8-9917-1da8d5e83537,e9632995-919e-4f29-9965-a012cb2a32c3,Ciprofloxacin 500 mg,Tablet,2025-11-12,102,-20.0,-20.0,-15.8,Freezer,[],available,
75d2534a-9746-4b63-8646-218f792db49c,9b5c2e5f-0cb0-4ea1-9853-605e53d2fd05,Ibuprofen 400 mg,Tablet,2026-05-06,217,-20.0,-20.0,-13.0,Freezer,[],available,
ce4f9dd1-d9a0-4f5b-8966-7b36a6f56a0c,6955c90c-b8ce-47d7-8444-af4ea5ef3253,Ibuprofen 400 mg,Capsule,2026-05-24,79,2.0,8.0,4.1,Fridge,[],available,
9984cf2b-df2d-4215-b83d-ecfc448f1207,d52ee90f-c2d9-4b92-b27e-38c4881accfd,ORS,Sachet,2026-05-30,84,-20.0,-20.0,-15.4,Freezer,[],available,
f7d62e6c-f015-44bf-9d7c-09b18bdefaaa,d36e10db-d735-4553-82f1-d1bc7c12bf76,Amoxicillin 500 mg,Capsule,2027-02-27,100,15.0,25.0,19.9,Shelf,[],available,
381c113b-9047-405b-ad6a-6e66a5129b70,b8b4c617-6f72-4bde-9d3e-222ca0df6110,Metformin 500 mg,Tablet,2026-03-30,58,-20.0,-20.0,-16.1,Freezer,[],available,
310b6dc2-9ccb-4318-9583-15c4c2e4e3c9,702403a2-0c43-4ee0-aae9-0ba2656103a4,Ciprofloxacin 500 mg,Tablet,2027-02-07,143,-20.0,-20.0,-14.2,Freezer,[],available,
8d54a18e-e9ce-499c-8a27-dfeae990ffb5,fda1cbf0-a1e3-44ff-8255-72e070d5ce74,Azithromycin 500 mg,Tablet,2025-12-10,40,-20.0,-20.0,-15.1,Freezer,[],available,
8f6fc889-2303-4cb2-ab70-fd8c0d8a1e1a,bfd57ba5-4031-44f1-9d08-01bcca2c84b0,Atenolol 25 mg,Tablet,2025-12-18,37,2.0,8.0,4.8,Fridge,[],available,
5946a66b-2b12-4d68-adaf-00dbf7a2c7c2,ad1b0900-2dbd-4fb5-8de1-308d8092d91d,Amoxicillin 500 mg,Tablet,2026-07-19,29,15.0,25.0,18.9,Shelf,[],available,
02fdb683-ca80-4bd3-911d-3020ed315232,1335238b-c485-424d-855f-6236d5d62220,Amoxicillin 500 mg,Capsule,2025-12-03,42,2.0,8.0,5.4,Fridge,[],available,
3e35eedb-7db0-4961-ab33-adf84aa71198,ac7840ad-e2b4-4699-bf08-d540f702f9b8,Atorvastatin 10 mg,Tablet,2026-03-18,155,2.0,8.0,5.0,Fridge,[],available,
fbce435e-c150-4184-984d-d8f3e9272a49,ecedd5aa-e334-4e8d-ac0a-83598cfa6bd6,Losartan 50 mg,Tablet,2026-10-24,217,15.0,25.0,21.5,Shelf,[],available,
72e51eae-1e2e-4896-8a5a-eaa9a33e2390,e177aa81-04a4-4a25-a333-d736c2e96e76,Azithromycin 250 mg,Tablet,2026-01-21,160,-20.0,-20.0,-15.9,Freezer,[],available,
a1f3df97-2792-4177-9195-b710bafc4ddf,904857d0-6853-4337-97d3-34593c928757,Ciprofloxacin 500 mg,Tablet,2026-05-21,46,-20.0,-20.0,-16.5,Freezer,[],available,
a2139b78-4c86-4721-902f-656606d6325e,c94e8e55-8d5e-4d76-adf1-b4234d33c738,Ibuprofen 400 mg,Capsule,2026-10-21,332,2.0,8.0,4.7,Fridge,[],available,
47f4bd45-e189-4629-b8c0-ee469c58bbab,2dcbb439-3164-4196-8e5d-f14dd84d51b7,Atenolol 50 mg,Tablet,2026-09-18,76,2.0,8.0,6.6,Fridge,[],available,
da73c61b-6215-4408-97af-0686d6e4a09e,0a03911a-9f32-4d41-93b3-f84030eacb4c,Amoxicillin 500 mg,Tablet,2026-01-06,65,15.0,25.0,21.0,Shelf,[],available,
